,seller_id,seller_zip_code_prefix,seller_city,seller_state
27,116ccb1a1604bc88e4d234a8c23f33de,09850,sao bernardo do campo,sp
28,430315b7bb4b6e4b3c978f9dfa9b0558,04857,sao paulo,sp
29,406822777a0b9eb5c50e442dd4cd3ec5,18270,tatui,sp
30,4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,pr
31,e9e446d01bd10a97a8ffcfc4a3a20cb2,02261,sao paulo,sp
32,d52cbce9845184537284a23c3bc3da0e,88495,garopaba,sc
33,d9a84e1403de8da0c3aa531d6d108ba6,03562,sao paulo,sp
34,9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,mg
35,1f9ab4708f3056ede07124aad39a2554,17602,tupa,sp
36,1961c3e1272bfeceb05d0b78b5bbfdaf,07241,guarulhos,sp
37,d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,pr
38,ec2e006556300a79a5a91e4876ab3a56,03445,sao paulo,sp
39,b2a6d334e2833acea353624840e25a0e,04133,sao paulo,sp
40,d3674f271c91f824f82d24d92011f669,72233,brasilia,df
41,768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,df
42,a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,sc
43,5c030029b5916fed0986310385ec9009,88100,sao jose,sc
44,c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,sp
45,c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,rs
46,8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,mg
47,28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,mg
48,41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,mg
49,8759e7aedd644f487315e5860962f162,09251,santo andre,sp
50,e546117ed9cafbc40239c0c78635c584,04705,sao paulo,sp
51,d71d863e5ef30d94e440c11be17dcd8f,06144,osasco,sp
52,0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,sp
53,ef990a83bbea832f36ebe81376335aa8,89214,joinville,sc
54,41e0fa5761c886a630994a55c12087e7,11446,guaruja,sp
55,0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,rj
56,7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,sc
57,c89cf7c468a48af70aada384e722f9e2,25730,petropolis,rj
58,b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,rs
59,13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,pr
60,cbbd5ae8f53de5f5097cd8217b529e24,06544,santana de parnaiba,sp
61,02ecc2a19303f05e59ce133fd923fff7,09121,santo andre,sp
62,c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,sp
63,55f7a3319d80f7fdf078b8f03e6725fe,06056,osasco,sp
64,2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,sp
65,b7e1750c1157341d2abd0251e07c186b,05741,sao paulo,sp
66,b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,pr
67,a416b6a846a11724393025641d4edd5e,03702,sao paulo,sp
68,7e93a43ef30c4f03f38b393420bc753a,06429,barueri,sp
69,5206cc4bc2297c833e6061c49bf9c43f,06192,osasco,sp
70,ef506c96320abeedfb894c34db06f478,03569,sao paulo,sp
71,a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,sc
72,7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,mg
73,8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,mg
74,dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,sc
75,b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,sp
76,7722b1df1b0e383e000397b2c11e3e19,09715,sao bernardo do campo,sp
77,78813699ffac347fe27dba345a5f1551,95711,bento goncalves,rs
78,3296662b1331dea51e744505065ae889,15805,catanduva,sp
79,411f3b52d857390502ee4e4d5ceabc2d,09400,ribeirao pires,sp
80,bba3293d6f5d5af2f415e004e8b93ae3,04726,sao paulo,sp
81,4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,sp
82,b56906f7fd1696e043f1bcce164c487b,19830,echapora,sp
83,d650b663c3b5f6fb392b6326366efa9a,06713,cotia,sp
84,669ae81880e08f269a64487cfb287169,89160,rio do sul,sc
85,c2d70ce2c5d0a2eb75e78668236e6dc8,04275,sao paulo,sp
86,674207551483fec113276b67b0d871ff,18040,sorocaba,sp
87,abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,rj
88,1996942dc085d7773ba77a529b163cd0,14850,pradopolis,sp
89,79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,rj
90,7cf4ea70955b00d6b3c22542598e2715,01125,sao paulo,sp
91,63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,rj
92,83353a83fd769dfafa4f21a72b15e3e5,05786,sao paulo,sp
93,cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,sp
94,d4910f1cdcfdabd48d6b316e395d4a23,09190,santo andre,sp
95,709e16e2b25c7474d980076c6bfc4806,16200,birigui,sp
96,9dc79dd988ac42f4d56c340d7048420a,03569,sao paulo,sp
97,276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,mg
98,9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,rj
99,512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,rj
100,422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,sp
101,99cd94252748d2bdde08e17858233602,01000,sao paulo,sp
102,698624c6632eeba1774924dbea24c700,01425,sao paulo,sp
103,8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,sp
104,ad87df7699e83b8a91822a4a0b765c3a,13910,jaguariuna,sp
105,d6b664fa0667064c6d76394e7848d790,14801,araraquara,sp
106,98f52e1020fe788c10c0418de4393fec,27963,macae,rj
107,62760d278921b5f352461620d68a9cee,13320,salto,sp
108,eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,sp
109,3f9be91358837bff69df67edfa3e42e8,86039,londrina,pr
110,1d4587203296c8f4ad134dc286fa6db0,05101,sao paulo,sp
111,791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,sp
112,0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,mg
113,37be5a7c751166fbc5f8ccba4119e043,04248,sao paulo,sp
114,87d73636a3acf123e842bb890a4db036,15190,nhandeara,sp
115,3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,sp
116,e24d3429d294b2eb200b064ebb035879,03514,sao paulo,sp
117,44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,df
118,05ca864204d09595ae591b93ea9cf93d,06465,barueri,sp
119,9d39404483343dd55c7ae254494d8388,01044,sao paulo,sp
120,f9eda05b67bef472deaddbba84aca289,88870,orleans,sc
121,75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,df
122,0692610d8abe24f287e9fae90ea0bbee,02310,sao paulo,sp
123,7b07b3c7487f0ea825fc6df75abd658b,02016,sao paulo,sp
124,99002261c568a84cce14d43fcffb43ea,78095,cuiaba,mt
125,e5899683388855d3dabe8913bbe365de,13575,sao carlos,sp
126,784ba75dd9d20200c4caed3d7a77141a,01040,sao paulo,sp
127,099095b050cfe8eb1ddff5317587e96e,03322,sao paulo,sp
128,0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,rj
129,b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,pr
130,ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,rj
131,ea00f977a203ff88adf7057cb7806998,11085,santos,sp
132,82e0a475a88cc9595229d8029273f045,03417,sao paulo,sp
133,ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,go
134,34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,pr
135,ed4acab38528488b65a9a9c603ff024a,08260,sao paulo,sp
136,f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,rs
137,fce62094ffe6a4009188ec44e681dfdd,04674,sao paulo,sp
138,ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,sp
139,d73cbd89533ce8b041a9190241453ac8,36525,guiricema,mg
140,75a4764c108403a7a0575140cb22287c,95072,caxias do sul,rs
141,70c0fda4c313d87115644d39e62eec60,55004,caruaru,pe
142,ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,pr
143,26e13b6ff5b641b329e5524241ee2c93,14401,franca,sp
144,0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,pr
145,fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,ba
146,b18dc380845b24038cfc48006478f099,09951,diadema,sp
147,f22a247b79dd22ecd91dc8e3b2a1b07c,08573,itaquaquecetuba,sp
148,889009a0ed0bb52c87819941192931b8,18682,lencois paulista,sp
149,ffc470761de7d0232558ba5e786e57b7,07091,guarulhos,sp
150,4c498c7345e89aebad651544829beca0,06341,carapicuiba,sp
151,01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,go
152,f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,sc
153,024b564ae893ce8e9bfa02c10a401ece,03280,sao paulo,sp
154,a513150f33f99a06569e9cd5c4bb889b,01545,sao paulo,sp
155,c1dde11f12d05c478f5de2d7319ad3b2,01026,sao paulo,sp
156,02f5837340d7eb4f653d676c7256523a,80620,curitiba,pr
157,7b98de631987e26dd6d803490c43a13c,87900,loanda,pr
158,f12ff17ad8bbf01ec5c33b17e506649b,03186,sao paulo,sp
159,a64e44665225d19dfc0277eeeaaccc57,01000,sao paulo,sp
160,6a8a889bde935bafa76d7848782dfaf9,02839,sao paulo,sp
161,42b6488f5b8246d9141712abd4b1b693,87014,maringa,pr
162,d6cd01c59123df02fc226eadbadb5f89,01207,sao paulo,sp
163,c8e135e7b21ecbc36c1153a29d2f5a06,01411,sao paulo,sp
164,229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,mg
165,f9a02f1922d1de564392e656d82b3fda,08502,ferraz de vasconcelos,sp
166,9523fb39dd240aa958e040f8183d64f3,01541,sao paulo,sp
167,95ec4458365c4d11f452ccf538377619,13481,limeira,sp
168,6ec1a01e866584bb679eb9b098345919,11040,santos,sp
169,f6122bc84774df1b372bdb3bb88ddb9f,06436,barueri,sp
170,fa40cc5b934574b62717c68f3d678b6d,02310,sao paulo,sp
171,623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,mg
172,c0098efcf800861dcae589affca31408,14080,ribeirao preto,sp
173,a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,rj
174,48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,sp
175,270d3ef21830ad0ecf3a6c53d08a533a,06380,carapicuiba,sp
176,89c127985a8b130cfa45c1d36764017a,06016,osasco,sp
177,8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,rj
178,1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,mt
179,8e34331b7eedd03be4e5d965c1956225,04009,sao paulo,sp
180,aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,sc
181,11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,sp
182,ff314fa6033cc68ec451c47aee2d6ba4,05424,sao paulo,sp
183,d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,rs
184,c7246702dc991a06d788120dc7544391,60440,fortaleza,ce
185,e819bcfade7b5d88a27325eb6cfd62c5,07242,guarulhos,sp
186,6d2f2e3b539480db1e0842b3a4e32e6e,07051,guarulhos,sp
187,9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,sp
188,5abb8ea023c77787f2c15da891c8d384,89228,joinville,sc
189,1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,mg
190,817245bcc3badd82bbd222e0366951a6,17056,bauru,sp
191,caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,sp
192,615005a3ef192c00c6f0e977cee3d2bc,13304,itu,sp
193,5fd924b4836098a5be0ecf81ba054ce0,03554,sao paulo,sp
194,7178f9f4dd81dcef02f62acdf8151e01,89560,videira,sc
195,8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,sc
196,3f995f07c49d0d55a99d5c54957f7d81,06853,itapecerica da serra,sp
197,a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,pb
198,6650fcccd8cd2f7e55ffa524f30c4c59,08490,sao paulo,sp
199,3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,mg
200,10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,sp
201,b4a476fbd28de64b1e347abf9089366a,06653,itapevi,sp
202,39c763cca83e654764b7a4a650fb9b7c,74563,goiania,go
203,dadc51ef321949ec9a3ab25cd902e23d,04821,sao paulo,sp
204,83b08de96980757220871b31bf6cffca,21820,rio de janeiro,rj
205,14a08204d03bb6b6bde8029f801ae0eb,01026,sao paulo,sp
206,bee36b4f9a2b9fdcaff6ec05df202ed0,03308,sao paulo,sp
207,28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,rs
208,c85d7b477a709c85a1e8b8f25aa1b270,09640,sao bernardo do campo,sp
209,739c7d7be81f63812dea0d1b1451c651,58400,campina grande,pb
210,657969cca82e884d272385ec0ef06edd,93608,estancia velha,rs
211,455befea1bb853c75ccbca94cff26e5c,27525,resende,rj
212,800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,sc
213,5cf1ec37aea089f45110c70653a166ab,02215,sao paulo,sp
214,0a82f5fb06a4fe4ac2cf7cb412ec71b8,05524,sao paulo,sp
215,e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,rj
216,3d621842b2ed28e2b474132480edac3c,08041,sao paulo,sp
217,baf15155e37ef5492731459bdc05be8a,05715,sao paulo,sp
218,c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,sc
219,a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,sp
220,4deebb3199eeafb282ae33229144f94b,02112,sao paulo,sp
221,9d69ba0a7a626a64dc5db08e529559cf,14075,ribeirao preto,sp
222,f92d8c817434bd2d84d4e9c61322b7fa,18048,sorocaba,sp
223,8ca5b19e0263150d2c57afdde2b3d011,09336,maua,sp
224,eec3469d83e142f9a104886655338c37,17030,bauru,sp
225,55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,sp
226,d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,mg
227,d6b1ce66b035a475f00c017792ff9769,13327,salto,sp
228,3aa3c89ae3cd482385568be76120f63c,74343,goiania,go
229,fe4cd9461203cee790d36792420b310f,35300,caratinga,mg
230,f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,rj
231,ececbfcff9804a2d6b40f589df8eef2b,14407,franca,sp
232,a254c682cc01e119f83530446f1df9a9,16500,cafelandia,sp
233,830379336fad8c6f3b15a4a3ddb5c66e,02518,sao paulo,sp
234,7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,sp
235,1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,sc
236,b92e3c8f9738272ff7c59e111e108d7c,36502,uba,mg
237,b8555308bfdb4ca1ed54325a58da9a97,09751,sao bernardo do campo,sp
238,1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,sp
239,6c6e3d67f969468f3bfd33f827a31222,87035,maringa,pr
240,66d5ae34537110d3affc56174dad2b2f,15062,sao jose do rio preto,sp
241,781a66c0d89e30814d49fe8b5e14cd07,13064,campinas,sp
242,a4bd6e9adf39b63f43dc545d3ca1f53d,21020,rio de janeiro,rj
243,f88adb15807168d3c43d71021090ce4a,13660,porto ferreira,sp
244,fa8d335d68129e464e60c1826a683e96,95660,tres coroas,rs
245,f12d3c2a14729ae461b920c11fe20fdc,09080,santo andre,sp
246,4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,sc
247,741f8c587cb4248ebc5b779a0e8e0e51,09110,santo andre,sp
248,4bcec44888b30ba9001234c534716d3f,09230,santo andre,sp
249,a663d9c3797e90eac99ff60939416a56,03951,sao paulo,sp
250,dff87e4de60c9736ce8df835951b09bc,03172,sao paulo,sp
251,ac1ed5fc15901fbc92920361eb4ab350,03334,sao paulo,sp
252,f9903dd0f812c7e771fcad47b6fff231,89070,blumenau,sc
253,ac9b01377919cdbd2a1bbb8d5837c70b,08773,mogi das cruzes,sp
254,5011f0d93373a4c5753adf58ca77af8d,11013,santos,sp
255,a4e634166243bbb3a13fa584463fa468,06286,osasco,sp
256,50bf89f1349bc0409a268c3a49678009,15155,jaci,sp
257,50c9975695009e5e6473912e83a6d1da,35530,claudio,mg
258,42d4b7e70819438f5ada61c965e92d7e,74045,goiania,go
259,7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,sp
260,b14db04aa7881970e83ffa9426897925,18048,sorocaba,sp
261,fac1a9017ade7bdc94058fc1c969f355,01126,sao paulo,sp
262,31ae0774c17fabd06ff707cc5bde005f,13478,americana,sp
263,f0ec6a2adb05c62655a26dd347b8dede,01303,sao paulo,sp
264,cc1f04647be106ba74e62b21f358af25,02739,sao paulo,sp
265,1099a00e0ee3a50935e6c2447ca090c5,20921,rio de janeiro,rj
266,a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,sp
267,c3f5668699a1b04c0fa61ecea1e2bff6,86808,apucarana,pr
268,80f2cf9abf6b5a0e5c612b5eea6646e6,15046,sao jose do rio preto,sp
269,516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,rj
270,4fe2f67634d00c021aa01f96b6f2d68e,87035,maringa,pr
271,9f505651f4a6abe901a56cdc21508025,04102,sao paulo,sp
272,17adeba047385fb0c67d8e90b4296d21,07052,guarulhos,sp
273,7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,sp
274,c04d70d515d15a7e3db3a73320598566,24020,niteroi,rj
275,a3a38f4affed601eb87a97788c949667,89204,joinville,sc
276,744dac408745240a2c2528fb1b6028f3,83408,colombo,pr
277,8b9d6eec4a7eb7d0f9d579ce0b38324d,26562,mesquita,rj
278,38e679b9e0064cd94c6f035707344dae,86010,londrina,pr
279,83deb69e889cf80f82be1dc6d5f2d486,88056,florianopolis,sc
280,54aa8463e87776b5612f4bdc4bd5d4de,30550,belo horizonte,mg
281,2e7ea2aafec5835e781b21d6d1faf1f1,02820,sao paulo,sp
282,79ebd9a61bac3eaf882805ed4ecfa12a,85802,cascavel,pr
283,1cbd50a8c52e6cf8e315c5709fab386f,83830,fazenda rio grande,pr
284,e503f22be6a4f456d9851920a5d9c670,04508,sao paulo,sp
285,88af55b4a7ca402b27df16f7c7c9b5d2,06775,taboao da serra,sp
286,5f3ae9136c875522250f8184f253413a,01550,sao paulo,sp
287,b026643914f651e8371425e5b8a1e780,22783,rio de janeiro,rj
288,26af45f5dfd967225a832838aa4e24a3,81070,curitiba,pr
289,9dd459b29a14bf89d47183cf2cd0e4c7,04716,sao paulo,sp
290,8e6d7754bc7e0f22c96d255ebda59eba,12233,sao jose dos campos,sp
291,e250d617a0ad591ba9bd663e584a895d,07084,guarulhos,sp
292,92c8bc6e8f925792247656fed09aad65,03384,sao paulo,sp
293,e53d5b9b29d1218281f4a907ada18626,85903,toledo,pr
294,3ca08eeb8d5595949fed424bd3677742,82510,curitiba,pr
295,cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,sp
296,8daab2245ebdc277c51098d01c5ad8ef,08411,sao paulo,sp
297,15b3b1b81484422eb41df68ac87f1f50,17047,bauru,sp
298,e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,sp
299,f1fd5ab1181f827ffad998c1a5de7d74,80010,curitiba,pr
300,a7c88262832dfc683781d6a421edefae,08710,mogi das cruzes,sp
301,6b1c4d4d9ccf0be3d8544eb0e71e5318,91130,porto alegre,rs
302,4e85b538b0dad58852641540686d0e14,12238,sao jose dos campos,sp
303,093805f8f2aeb63881444571e1f48f30,06236,osasco,sp
304,5acd070dd3fe441bbb2ec1f1ede515ee,13203,jundiai,sp
305,3c010235b7345c92f125d14ee232a76b,83800,mandirituba,pr
306,cb9fb4ca75d7ba8437480e8dde64fe98,03551,sao paulo,sp
307,ce33c6211beaa8fef4cae8b52db39862,08655,suzano,sp
308,081acf3de680d554796c9cf041be7bc2,33200,vespasiano,mg
309,6989574bd97d9773f10d232b6c07da59,80040,curitiba,pr
310,535bf14f36346c7f59d87cece104d70c,20735,rio de janeiro,rj
311,8501d82f68d23148b6d78bb7c4a42037,89031,blumenau,sc
312,7f02656561b680def9986c0795a8a080,01417,sao paulo,sp
313,57a834594e1e9e9219603bfec184eadc,98780,santa rosa,rs
314,8fd3b4468f6425810648177996c14cbd,15015,sao jose do rio preto,sp
315,6d803cb79cc31c41c4c789a75933b3c7,14600,sao joaquim da barra,sp
316,5f2684dab12e59f83bef73ae57724e45,05125,sao paulo,sp
317,713e3a23ca5e47786eb6f0d99f94cfac,81050,curitiba,pr
318,f97e2b0650c2068227e1d366140eb62f,13830,santo antonio de posse,sp
319,8b321bb669392f5163d04c59e235e066,01212,sao paulo,sp
320,32f83ffe11cd40f7adcf4eef171f52d9,97502,uruguaiana,rs
321,76d64c4aca3a7baf218bf93ef7fa768d,80215,curitiba,pr
322,d06d019f72a04e5497a0b64190af170c,06703,cotia,sp
323,ec80e49e69745ab6c14f984bf2149423,13480,limeira,sp
324,f8f35af4634605e6693c17cc3ffff5a8,37400,campanha,mg
325,004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,sp
326,3bdff180c7e1f6551a643b99c265a120,04811,sao paulo,sp
327,6b89abe95848c850399130d149a39b63,75640,piracanjuba,go
328,aced59e9b31ef866a94f9e7f29d8d418,03306,sao paulo,sp
329,b4f8921fcc4ff77b66bea6dda43dcd51,95034,caxias do sul,rs
330,d2572f31e9023e9850ef986a636ff9bf,30640,belo horizonte,mg
331,c731d18cea9bf687ffee82a241c25b11,89701,concordia,sc
332,3dc69bf2c42f0568a5c4791ec3fd3745,02880,sao paulo,sp
333,d8d9567d0bfb0bc7eb845a205ba42657,03688,sao paulo,sp
334,0daf5180aa44356f60f8effa533b55a2,74043,goiania,go
335,5194c22ed1f616ec0c0f33c571542879,37540,santa rita do sapucai,mg
336,fe8055980a4ff7f64ed889c2b5926929,81925,curitiba,pr
337,c42fd8e4d47dfb18ce5222f2dd7752f9,06246,osasco,sp
338,671585f5a2af58b6e276bc01003c0d2b,80510,curitiba,pr
339,2dd1fb6f0e42a2243b8a01e40cd41216,80240,curitiba,pr
340,a7c53f6b3b61adbdaa99dda97e8cbd56,14780,barretos,sp
341,a11a0e0ca67423425691db355cff69b0,13330,indaiatuba,sp
342,5bffbafbb22daf6d3bfc216a46db8708,26525,nilopolis,rj
343,fc0b214b59a83615fea981c6424a02ae,09380,maua,sp
344,011b0eaba87386a2ae96a7d32bb531d1,17580,pompeia,sp
345,43753b27d77860f1654aa72e251a7878,44895,barro alto,ba
346,822b63912576852aea9a8436d72317b7,13840,mogi guacu,sp
347,5587130f9850696ed7fafbc91c2cee44,04311,sao paulo,sp
348,9c1c0c36cd23c20897e473901a8fb149,11702,praia grande,sp
349,34a557286ead8fe75c989e0afcf7d98c,14406,franca,sp
350,455c5640e8c5bd1b2ee85c0158f85727,89128,luiz alves,sc
351,87d30a6a0cbf89356e49324971ab1d24,02036,sao paulo,sp
352,217f005bb37ff3aeef5b2ae1788e75ba,06038,osasco,sp
353,cac4e0bc1a3269fa2b6ea5e763f6115b,88351,brusque,sc
354,8ec76bb0965af3f007692b26fa9d6623,88804,criciuma,sc
355,aba1721a889e04decc910aa13b768ef4,05729,sao paulo,sp
356,7238f877570096ae403c51898fa64566,06519,santana de parnaiba,sp
357,044668ccd5316b12a7cf0d54a156e3e9,06016,osasco,sp
358,643c01d7c56a724bec0454f4780e8a3e,89222,joinville,sc
359,cab85505710c7cb9b720bceb52b01cee,02252,sao paulo,sp
360,312ba1d77e9c332ef21f9598b7f64cd7,07179,guarulhos,sp
361,8c3b533c63cca56240f94f1e3a6b18ef,31050,belo horizonte,mg
362,1fdc574883ef3b33ad41562d93f3a74a,13480,limeira,sp
363,9a03a4e9eb0b947652fae4f6121a3f5e,15805,catanduva,sp
364,33cbda8716511e27e556dff9d8418bf2,89052,blumenau,sc
365,6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,mg
366,3df020b72d3d44b3af9d110fa3940b65,15704,jales,sp
367,537eb890efff034a88679788b647c564,20270,rio de janeiro,rj
368,89de2d6f23e9746ff309705b23581faa,86060,londrina,pr
369,c611f4ce9ce875bcc063fa97fd4d7d12,12944,atibaia,sp
370,4be2e7f96b4fd749d52dff41f80e39dd,69900,rio branco,ac
371,3bfba5a77604f6dfae7e6dd7aaf65821,86046,londrina,pr
372,48fb026ed7455a42f5d3e9390ed5088e,27321,barra mansa,rj
373,0d33a55da925bbf1ff02af5f6059fc7f,05632,sao paulo,sp
374,cea729054f157f5870bdd321a958d994,03161,sao paulo,sp
375,955fee9216a65b617aa5c0531780ce60,04782,sao paulo,sp
376,0f0c984a4a955310903b6b6008660bad,14403,franca,sp
377,f805b96fa705ba7995a221f1749dc141,87013,maringa,pr
378,751bdc4d83a466c7206cd42e8f426b03,09405,ribeirao pires,sp
379,2f4b0d3b9634b647d4edee577d7ebb7e,02310,sao paulo,sp
380,ba5daa4041e1f15cdf34b76e3e18a450,04363,sao paulo,sp
381,6e386f64c84e482f0b9abf960797ee1b,01539,sao paulo,sp
382,83c465a786b06574376909b35ef6752a,13560,sao carlos,sp
383,d93b8458c6fe139d85cfa5eadbf55bd2,02238,sao paulo,sp
384,71592660bbcb6a4664e97b6f8b68babc,15055,sao jose do rio preto,sp
385,6a53b90c3ad9e0b56d9fe5c69165fff5,82220,curitiba,pr
386,38f276ca6e7cc95a6d1bb55ac9e5550f,17520,marilia,sp
387,eae9af4811c294c56795d70e715b7337,03060,sao paulo,sp
